,0
1972,Meghan said she was already friends with Princess Eugenie before meeting Prince Harry in her bombshell interview with Oprah Winfrey
1973,"The Queen's decision to strip Prince Andrew of his HRH and military titles following his settlement of a lawsuit over alleged sexual abuse was her 'final gesture of self-sacrifice', a documentary has claimed. Pictured:Queen Elizabeth II, Prince Andrew, Prince Harry and Meghan Duchess of Sussex in June 2019"
1974,Prince Harry today dramatically declared that he and Meghan will never move back to the UK and become working members of the Royal Family
1975,"Prince Harry, pictured with his wife Meghan, his father, brother and sister-in-law on Commonwealth Day in 2020 before quitting the UK. He revealed years before Megxit that he 'wanted out' of the Royal Family"
1976,Meghan claimed that three years ago a cast member of the Lion King told her that 'we rejoiced in the streets the same we did when Mandela was freed from prison'
1977,"In the aftermath of Harry and Meghan's claims in an interview with Oprah Winfrey, Prince William told a reporter: 'We are very much not a racist family'"
1978,"Since 2020, when Jessica was involved in a race row,Meghan has publicly kept her distance from Jessica and Jessica has not commented on rumours of them drifting apart. Pictured: The friends at an event in Toronto in 2017"
1979,"A Hollywood agent told The Mail on Sunday: ¿I would find it surprising if Meghan didn¿t publish her own story, to be honest. Spare is clearly Prince Harry¿s chance to tell his, but hers is equally compelling. I mean, how many actresses end up marrying a prince?'"
1980,Prince Harry and Meghan in Düsseldorf ahead of the Invictus Games in September 2022. He spoke of wanting to leave the Royal Family even before the couple were married
1981,Lilibet (pictured right with brother Archie and parents Harry and Meghan) has visited the UK on one occasion for the Platinum Jubilee in 2022
1982,Harry and Meghan have stayed at the exclusive Meno a Kwena tented bush camp in Botswana
1983,There is speculation Harry may have included the admission in his memoir to counteract claims that Meghan was rude to palace staff. Pictured: The couple in 2017
1984,"The Duke of Sussex moved to California with his wife Meghan Markle in March 2020, meaning the typical three-year visa given to those who emigrate to the States should soon be ending"
1985,"Sarah Ferguson appeared to distance herself from Meghan Markle in a recent interview, saying she 'hasn't really met' her - after the Sussexes claimed it was Fergie who 'taught her to curtsey' to the Queen"
1986,Prince Harry and Meghan smile as they leave the Ziegfeld Ballroom in New York last night
1987,"During the couple's docu-series Meghan giggled about her first meeting with The Queen and performed anexaggerated curtsey in front of awkward-looking husband, Prince Harry"
1988,"'Do you think he should go to his father's coronation in May?' asked Cullen (centre, with Emerson, right, andZali Steggall, left).Emerson said this was unlikely given Harry and Meghan's presence would likely overshadow King Charles"
1989,"Meghan is seen laughing as Harry leans in towards her for a kiss, which his wife politely declined, watched by 20,000 Lakers fans in LA last night"
1990,"Prince Harry married Meghan in 2018 and they are the proud parents of son Archie, three, and daughter Lilibet, one"
1991,"Since the trademark's acceptance, speculation has swirled that Meghan's site (seen) is going to rival Gwyneth's mega-successful multi-million dollar company Goop"
1992,"Kate found her Windsor walkabout with Harry and Meghan after the Queen's death 'one of the hardest things she'd ever had to do', a sensational new royal book reveals today"
1993,"Meghan is honoured at the event by her friend Gloria Steinem, 89"
1994,"Meghan looked poised and stylish as she donned a £3,390 cashmere coat she has worn before and Valentino sunglasses"
1995,"Prince William and Princess Kate of Wales, Duke Edward and Duchess Sophie of Edinburgh and Harry and Meghan at the Commonwealth Day service in March 2020"
1996,"Harry (pictured with his wife)moved to California with Meghan Markle in 2020.Most applicants with a history of drug use would be denied American visas, however immigration decisions are made on a 'case-by-case' basis"
1997,"Meghan said she was 'proud' to invest in the company and praised CEO Hannah Mendoza for her 'commitment to sourcing ethical ingredients' (pictured, Hannah Mendoza)"
1998,"Jack, who went to Eton, is a friend of Prince Harry and was among the first people to meet Meghan Markle when she and Harry began to date. In October 2016, Eugenie, Jack and Harry visited Meghan and attended an apocalypse-themed party at Toronto Soho House before her relationship with Harry was made public"
1999,"Meanwhile, Meghan Markle is also a fan of the designer, and wore his clothing before meeting Prince Harry. Here she is pictured wearing Erdem for the first time during a royal engagement, donning this custom green coat dress in 2019"
2000,Proud parents: Meghan and Darryl are now the proud parents of two
2001,Meghan was spotted wearing the stylish pair of Jimmy Choo ¿Attila¿ Flats to a Wes Gordon runway show during MADE Fashion Week in 2015
2002,Meghan is understood to want the case dismissed entirely
2003,Pals:Harry previously appeared as a guest on James' The Late Late Show shortly after he moved to Los Angeles with Meghan
2004,"Prince Harry and Meghan Duchess of Sussex, holding their son Archie Harrison Mountbatten-Windsor"
2005,Harry eats chicken outside the cottage on a sunny day as Meghan's dog Guy begs for a treat
2006,The move is seen as an olive branch from Charles after reports Harry and Meghan had been 'obsessed' with the idea that the King might bar the children from being prince or princess
2007,Meghan being interviewed during her and Harry's recent Netflix documentary
2008,"Prince Harry married Meghan Markle and moved to California, a world away from Wiltshire"
2009,"Kate, pictured with William, was said to be offended when Meghan told her she must have 'baby brain'"
2010,Prince Harry and Meghan Markle speak during the 2021 Global Citizen Live festival in New York
2011,"Prince Harry will attend the coronation alone on a 'quick' visit to the UK, while Meghan will stay at home with their children"
2012,"Meghanwore a wide-brimmed beige hat, pink neckerchief, and large sunglasses"
2013,Meghan kept her boys close to her heart with a gold 'dog-tag' necklace adorned with the letters 'H' and 'A' during a trip to New York in 2019
2014,Prince Harry claimed he was probably 'bigoted' before dating Meghan in a CBS interview with Anderson Cooper
2015,Fresh air! Meghan was joined by her two friends on the stroll in California
2016,"Education reporter Meghan Mangrum, 31, was fired by the Dallas Morning News for referring to the city's black mayor as 'bruh' during a heated Twitter exchange"
2017,Harry and Meghan were given use of Frogmore Cottage when they wed in 2018 by the late Queen
2018,"Meghan Markle, 41, published a gushing tribute to her parent for Father's Day in June 2014, in which she praised 'blood, sweat and tears this man invested in my future so that I could grow up to have so much'"
2019,"Everyone knows that Meghan Markle , Duchess of Sussex, was an actress before she married into the royal family, starring in the popular TV show Suits. But she also worked as an assistant in a frozen yoghurt store"
2020,It is unclear whether Prince Harry (centre) and Meghan Markle will be attending King Charles' coronation in May
2021,"Prince Harry will be attending the coronation, while Meghan Markle will stay in California to look after the couple's two children"
2022,"Two years after she was pranked into commenting on Harry and Meghan's Oprah appearance before actually watching it, Royal commentator Victoria Arbiter has uploaded unedited footage of the interview to YouTube"
2023,"Diana broke tradition when she did not say the promise to obey her husband. Kate and Meghan would also go on to follow this, in their royal weddings in years to come (Kate and William's wedding, left)"
2024,Prince Harry and Meghan Markle at St Paul's Cathedral in London on June 3 last year. The couple will be split as Harry heads to the UK to watch King Charles's coronation while Meghan will remain in California
2025,"Promoting her series Suits in New York in 2016, Meghan stepped out in this relaxed-fit Veronica Beard Beatriz blazer and short suit combination"
2026,"As well as a host of framed images of himself, Meghan, and their two children, Archie and Lilibet, the wall also includes 'hand-written notes' from Harry's grandparents"
2027,A young Meghan is seen in the old and grainy family footage running up a hill by a lake
2028,Prince Harry is today facing allegations that he failed to 'correct the narrative' around racism in the Royal Family after sensationally accusing an unnamed royal of asking about the skin colour of his and Meghan's then-unborn son Archie during his bombshell Oprah interview
2029,"Harry and Meghan had a getaway weekend at Heckfield Place Hotel in Hampshire, England, just before son Archie was born. It could be the inspiration for naming one of their companies Hampshire LLC"
2030,"The Prince and Princess of Wales remain enduringly popular and have even increased their share of support, particularly when compared to Harry and Meghan (pictured)"
2031,"Royal sister-in-laws'Kate and Meghan' brawl in this photo, which shows two lookalikes fighting"
2032,"Kate Middleton is said to have 'burst into tears' during a bridesmaid fitting for Charlotte ahead of Prince Harry and Meghan Markle's wedding after a series of disagreements with the Duchess of Sussex, it has been claimed."
2033,"Meghan, Duchess of Sussex, Prince Harry, Duke of Sussex, Prince William, Duke of Cambridge and Catherine, Duchess of Cambridge watch a flypast to mark the centenary of the Royal Air Force from the balcony of Buckingham Palace on July 10, 2018 in London, England"
2034,Princess Eugenie appeared in two episodes of Prince Harry and Meghan Markle's Netflix series. Pictured: attending a Halloween party with the couple in October 2016
2035,"Meanwhile Beatrice also appeared at a number of royal events with Meghan, including spending Christmas with her in December 2017"
2036,Colbert dresses up on a previous show to read out Buckingham Palace's official statement following Harry and Meghan's interview with Oprah
2037,"Prince Harry, pictured with his wife Meghan on a walkabout in Windsor after the death of the Queen this year, has revealed they visited his mother Princess Diana's grave on the 20th anniversary of her death"
2038,Meghan (seen in 2018 with the Queen) said in the third episode of the doc that she tried to 'tone down' her outfits by wearing beige and white to avoid overshadowing anyone
2039,Meghan's podcast is produced by Spotify as part of their deal talks about stereotypes faced by women
2040,Meghan's and Patrick Johannes Adam's character's stripped off as they got hot and sweaty in the most racy scene of season two
2041,"Harry and Meghan pictured on their Netflix docuseries, in which they made bombshell revelations"
2042,Meghan and Harry were seen clapping and cheering as Harry during thethird quarter of the NBA playoffs round
2043,"Meghan, 41, opted for a £595 pink linen suit to attend the Los Angeles Lakers vs the Memphis Grizzlies at the Crypto.com arena in LA"
2044,Harry previously told Oprah: 'I knew that if I didn't do the therapy and fix myself that I was going to lose this woman who I could see myself spending the rest of my life with'. Pictured with Meghan in January 2020
2045,Battle lines have been drawn between Rebel and Meghan after the Aussie actress described the duchess as 'not naturally warm' following her 'awkward' meeting with the Sussexes
2046,Harry may have purposely left out allegations of racism against the royal family which the couple first raised during their infamous Oprah Winfrey interview - to give Meghan a 'clear run' at the topic in her book. Pictured: The couple in the UK during the Platinum Jubilee last June
2047,Prince Harry and Meghan Markle stepped down as senior royals in 2020 and left the UK
2048,The Duke of Sussex recalls how Meghan initially believed that Prince Andrew (left) was the Queen's assistant
2049,"Prince Harry will reportedly not be welcome at the Coronation. Above: Harry with his wife Meghan after attending theNational Service of Thanksgiving at St Paul's Cathedral on June 3, 2022"
2050,"Prince Harry and Meghan, Duchess of Sussex attend a reception for friends and family of competitors of the Invictus Games on April 15, 2022 in The Hague, Netherlands"
2051,Style maven: Meghann went on to tell the publication that she loves 'effortlessness' when it comes to her red carpet looks and that she doesn't 'typically gravitate toward big flashy pieces'; pictured in January 2023
2052,"Meghan Markle was spotted a sleek all-black look with a $6,400 Chanel bag in hand as she was photographed leaving an International Women¿s Day event in West Hollywood in March"
2053,"Domestic bliss: The kitchen at Frogmore Cottage is seen again - this time in colour - in the first episodes of Harry and Meghan's Netflix series, with Meghan painting her nails while Harry eats from a pot of yoghurt beside her"
2054,Astrologer Michelle Bell told FEMAIL it was 'obvious' why Meghan Markle is skipping the King's coronation and it is down to her star sign traits
2055,Meghan wearing the watch forfor the Invictus Games in The Hague last year
2056,"A year later, Jessica was also among several famous faces who organised Meghan's baby shower in New York City, which is understood to have cost a whopping $500,000"
2057,"This is one of the first times Karl has actually agreed with Prince Harry (right, with wife Meghan Markle), as he usually doesn't side with him and has mocked the runaway royal many times"
2058,"Any friendship between Meghan and Gwyneth before their outing was not known, but one of their many mutual friends may have connected the women. Harry and Meghan are seen with Oprah"
2059,Prince Harry has claimed the Princess of Wales was among the members of his family who 'stereotyped' his wife Meghan. The royal wives are pictured in June 2018
2060,The father-of-four was among a handful of Prince Harry and Meghan Markle's closest confidantes who have appeared in the first three episodes of the couple's Netflix documentary. Pictured in June 2017
2061,"Prince Harry, Duke of Sussex, leaves St George's Chapel at Windsor Castle on 19 May 2018 with his new bride, American actress Meghan Markle"
2062,"Prince Harry and Meghan took the opportunity to announce their pregnancy at Eugenie's wedding, something which royal reporters said left certain members of the York family furious"
2063,Meghan Markle had reportedly raised 'gentle concerns' about Harry's decision to release Spare and was worried if it was the right move
2064,"Despite last week's celebrations, the new video's release comes in the midst of alleged tensions between Harry and Meghan and the Prince and Princess of Wales"
2065,Harry and Meghan in Frogmore Cottage with her mother Doria Ragland shortly after the birth of their son Archie
2066,"Among the celebs born under the mighty Lion are Kylie Jenner (pictured in January), Dua Lipa andthe Duchess of Sussex Meghan Markle"
2067,"In old articles of The Tig, Meghan would write reviews of her favourite restaurants in an attempt to establish herself as a fine dining critic"
2068,The book is expected to have explosive new material addressing Harry's childhood and his rift with 'The Firm' after meeting Meghan
2069,"Despite sending a personal letter herself, Meghan Markle's (pictured) request for Taylor Swift to join her on her Archetypes podcast was declined"
2070,"'But if there¿s a manual on ¿How Not To Behave When Joining The Royal Family¿, Meghan has been following it word for word!' Pictured:The Princess of Wales, the Prince of Wales and the Duke and Duchess of Sussex meet the public at Windsor Castle, Berkshire following the death of Queen Elizabeth II, September 10, 2022"
2071,Meghan is seen smiling as she sports a big hat and sunglasses on Friday
2072,"From helping her choose her dress to coordinating plans, Jessica was a key player at Meghan and Harry's 2018 wedding, and both her sons and daughter were even involved in the celebration (pictured, at the reception)"
2073,"Winfrey, 69, is neighbors with the likes of Ellen DeGeneres and Prince Harry and Meghan Markle ¿ but others have been quick to complain about the wall"
2074,Eugenie's look was contrastingly simple for Meghan and Harry's wedding in 2018 as she chose a simple pale blue dress and hat
2075,Prince Harry has revealed that he and Meghan will likely never return to the UK full-time - or rejoin the Monarchy as working royals
2076,Kate and Meghan share a light-hearted moment as Louis puts on his Mum's sunglasses
2077,Row: Denise furiously defended Harry declaring herself 'team Harry and Meghan' but was met by resistance from Jane (pictured) who described his accusations as 'hurtful'
2078,Meghan poses in a doorway at Nottingham Cottage
2079,"In July 2019, Kate and Meghan attended a charity polo match to watch their husbands play. Omid later said they 'barely exchanged a word' at the event"
2080,Here Meghan was seen to remove her jumper while standing next to a black car
2081,"Now: Sabrara is happily married to singer Meghan Trainor, who is currently pregnant with the couple's second child"
2082,Samantha and Meghan's relationship has been strained for years but became public after Meghan and Harry's engagement and wedding
2083,Calling him out: The 'woman' that Dan had referenced in his tweet was clearly Meghan Markle (pictured in 2017 with Prince Harry) - who Piers has spoken about numerous times over the last five years
2084,"Lady Margarita is the daughter of David Armstrong-Jones, the 2nd Earl of Snowdon, and his estranged wife Serena, as well as the only granddaughter of the late Princess Margaret (pictured, with her mother and father at Harry and Meghan's wedding in 2018)"
2085,Harry and Meghan celebrate their wedding day in May 2018 despite tensions within the family and drama with Meghan's father
2086,Meanwhile yesterday's Commonwealth Day Service also marked the third anniversary of Prince Harry and Meghan's final engagement as working royals in 2020
2087,Prince Harry and Meghan Markle are famously interviewed by Oprah Winfrey in March 2021
2088,Meghan also listed the starring roles she played while studying at Northwestern University and an appearance on Nick News W5 when she was 11 years old (pictured)
2089,"Charles dropped a bombshell, saying he couldn't afford to pay for Meghan in the future as well as for Camilla, and for William and Catherine and their young family"
2090,"Prince Harry and Meghan Markle moved to the United States in 2020, and are two of Montecito's most notable residents"
2091,Perry's casual look for the day before changing into a suit ahead of meeting with Meghan and Harry
2092,"Meghan Markle wore the red full-length £1,295 Safiyaa dress for the Festival of Music at the Royal Albert Hall on March 7, 2020"
2093,Prince Harry has spoken about seeing therapists because he feared he would lose Meghan
2094,"Doria Ragland, Prince Harry and Meghan Markle at Ziegfeld Ballroom in New York on May 16"
2095,"THE MARK, NEW YORK CITY: Praising this hotel, Conde Nast Traveller says: ‘What The Mark lacks in ostentation it makes up for in subtle, glowing sophistication, from the tiled floor in the very discreet lobby to the sparse hallways that dimly light the way to each pale-blue door, with just the right splashes of commissioned art displayed throughout.’ It adds that the hotel offers guests ‘classic New York touch points, but fancied up a notch’, such as its hot-dog stand with a menu designed by Michelin-starred chef Jean-Georges Vongerichten. Above is the elegant Penthouse Suite where Meghan Markle celebrated her baby shower. Doubles from about £1,065. Visit www.themarkhotel.com"
2096,"Harry and Meghan will be invited to King Charles' coronation, with palace officials already preparing for their attendance"
2097,"Following Harry and Meghan's bombshell interview with Oprah Winfrey, Colbert joked in a March 2021 segment: 'Things got real, real quick' if reference to racism claims"
2098,"This is the look dozens of men are paying £2,500 for according to a hair transplant clinic in Turkey. The clinics founders said beard transplants are up 100 per cent since Prince Harry launched his bombshell memoir.Prince Harry and Meghan Markle, the Duchess of Sussex, pictured in 2020"
2099,"The Talk TV contributor, 26, criticised the royal, and his wife Meghan Markle (both pictured) for continuing to talk to the press about 'their truth', insisting 'adults' should 'get on with it'"
2100,"The Duke and Duchess only have one major deal left since Megxit - the $100million contract signed with streaming giant Netflix - after they were embarrassingly ditched by Spotify last month (pictured, Meghan promoting her podcast)"
2101,"Eugenie is known to be close to Harry and Meghan – she was pictured with her cousin at the Super Bowl last February, and was the only royal who was featured in their Netflix documentary"
2102,"Controversial: The future of the programme had been subject to speculation after Jeremy wrote in a newspaper column that he 'hated' Meghan, the Duchess of Sussex"
2103,An insider told DailyMail.com exclusively that Meghan thinks Harry is a shoo-in to win a Grammy Award for Best Spoken Word for the audiobook of his memoir Spare
2104,"'It’s most unlike Meghan to miss an opportunity to show the world her fabulousness.' Pictured: The Duke and Duchess of Sussex at the Robert F. Kennedy Human Rights Ripple of Hope Award Gala, New York, December 6, 2022"
2105,"Ahead of the royal wedding between Prince Harry and Meghan, Trump said the pair looked like a 'lovely couple'"
2106,Meghan Markle on a hike in California
2107,"Harry claims that Meghan upset Kate, then the Duchess of Cambridge, by saying she must have 'baby brain'"
2108,"People want them to give up their titles amid the couple's bombshell Netflix docuseries, Harry & Meghan, which premiered last month and included several explosive accusations"
2109,"Meghan, 41, stepped out wearing a brown long-sleeved dress, with matching open-toed sandals and a slicked back low ponytail"
2110,Meghan and Harry are impact partners' and investors at sustainable investing firm Ethic.
2111,"Meghan has been estranged from her dad Thomas's side of the family after the fallout from her royal engagement. From left: Meghan Markle (aged 11) with Tyler Dooley, Thomas Markle Sr, Thomas Dooley and Samantha Markle"
2112,A pro:She tagged the makeup artist Loftjet who has worked with Meghan Markle and Addison Rae
2113,Harry needed a wee during a five-hour boat race with no toilet and tried to relieve himself over the side. But 'stage fright' intervened and he 'peed himself' before meeting Meghan for the first time at Soho House
2114,"During her interview with Watch What Happens Live last week, Rebel admitted that Meghan's cold demeanour may have been due to her mother asking her some personal questions"
2115,"Meanwhile he also recounts another awkward moment, which saw the family celebrating Trooping the Colour, and said Meghan had quipped about the 'colours' leaving a 'deathly silence'"
2116,"Becoming Royal is the second installment of the 'Harry & Meghan' Lifetime films, and continues the love story of the Sussexes during their first year of marriage"
2117,"Overwhelming: In a 24-hour poll of more than 210,000 people, 95 per cent of people said Harry and Meghan should be stripped of their royal titles"
2118,"Michelle Donelan insisted she did not 'align' herself with the TV presenter's comments about Meghan, but the Culture Secretary vowed to 'always champion' the freedom of the press"
2119,Prince Harry and Meghan Markle give an interview to Oprah Winfrey in March 2021
2120,It is the first time the King has been seen since it was revealed Prince Harry and Meghan are to be evicted from Frogmore Cottage
2121,Richard Fitzwilliams said Harry and Meghan's need to make money from media deals 'linked to their royal status' would make attending arguably the biggest event in the royal calendar a tempting prospect
2122,Meghan Markle's sister Samantha is demanding Prince Harry give evidence under oath against his wife as she gears up to take her defamation case back to court. Pictured together at her graduation in 2008
2123,"Prince Harry, Duke of Sussex and his wife Meghan, Duchess of Sussex wave from the Landau Carriage during their carriage procession in Windsor, 2018"
2124,"The extract recounts Harry and Meghan Markle's steamy reunion in London after spending weeks apart in the summer of 2016. (Pictured: the Duke and Duchess of Sussex kissingat the Royal County of Berkshire Polo Club in Windsor, England, on July 26, 2018)"
2125,Helen Whately asked former Health Secretary Matt Hancock whether they should toast him leaving the ITV show at or after a meeting they had in March 2021. Pictured:Piers Morgan storming off GMB after furious row with weatherman Alex Beresford over Meghan Markle
2126,"During a visit to London in November 2016, weeks after she was revealed to be dating Harry, Meghan walked from Kensington Palace to the nearby branch of Whole Foods, an organic supermarket, pictured November 10, 2016"
2127,"If the Crown Estate's decision to pull the plug on Harry and Meghan's lease at Frogmore Cottage (pictured) is both a practical and financial one, it is also a move that could seriously backfire"
2128,The King is said to be 'very disappointed' that he will not see Meghan or his two young grandchildren at the coronation - but happy that Harry will be able to make it
2129,It was announced that Prince Harry will attend the King's Coronation service in London next week alone - with Meghan remaining in California ( pictured atCommonwealth Day service in 2019)
2130,All about those chips: Meghan Trainor hilariously had her arm stuck in the famous Pringles chip tube for the commercial alongside her cute pup
2131,"Twice-married Becker offered Harry (pictured with Meghan in the couple's Netflix series) advice, saying 'And marriages don’t always last forever, last time I checked'"
2132,Like butter wouldn't melt: Meghann and Theo also look like real-life lovers as they pose for a sweet snap by the water's edge - he plays her philandering husband Cameron
2133,Meghan said the comment over Archie's skin was not made with malice. But a source told the Daily Telegraph that the Duchess will not attend the Coronation on May 6 because she received a unsatisfactory response from the King (pictured with the King and Queen Consort in Mary 2018)
2134,"Meghan later revealed that the theme of the Halloween bash was 'post-apocalypse'(pictured, clockwise from L: Jack Brooksbank, Marcus, Prince Harry, Meghan Markle, Princess Eugenie)"
2135,"They are the perfect wardrobe essential for someone like Meghan, who will pair the shoes with a more casual ensemble"
2136,"An 'Eton contemporary' of Prince Harry has reportedly told biographer Tom Quinn that the Duke of Sussex, now 38, used to make the jokes 'we are no longer allowed to make'. The unnamed former peer of the Duke, suggested that Meghan Markle was the reason behind Harry's transformation into a 'Guardian-reading tree hugger', as written in new book Gilded Youth"
2137,Harry and Meghan were given use of Frogmore Cottage in 2018 by Queen Elizabeth amid their explosive fall-out with the Prince and Princess of Wales
2138,Meghan's lawyers have refused to respond to 38 questions from Samantha's lawyers filed in the Florida federal court lawsuit as they want Judge Honeywell to rule on their motion to dismiss first. They also asked the judge to stop the discovery process but she refused to do so
2139,"Meghan is the also-ran, attempting to run a rival court out of a soulless Montecito manse while decrying the uselessness of all things royal. But don't you dare not call her the Duchess of Sussex!"
2140,Perhaps Colbert won Harry over with his scathing assessment of the royal family after Meghan Markle’s 2021 interview with Oprah?
2141,"The late Queen Elizabeth II, Charles, Camilla, William, Kate, Harry and Meghan attend the Commonwealth Day Service on March 9, 2020"
2142,The duke sits with schoolchildren as Meghan reads from her book The Bench in New York in September 2021
2143,Dara's comments appear particularly poignant given Oprah sat down together with Meghan Markle for a bombshell interview in March 2021
2144,"Pictured: Queen Elizabeth II, Harry and Meghan watch a flypast to mark the centenary of the Royal Air Force from the balcony of Buckingham Palace on July 10, 2018"
2145,"LORD ASHCROFT: Nearly one in five are Modern Republicans, who see the monarchy as divisive, worry about its colonial legacy, and tend to side with Harry and Meghan over the rest of the family"
2146,"Margarita attended Prince Harry and Meghan Markle's wedding in 2013 alongside her father, David (left)"
2147,Prince Harry proposed to Meghan in November 2017 with a glittering ring comprising of a solid yellow gold band set with three diamonds
2148,"As a source told the Sun, the Netflix doc and ‘Spare’ were meant to be the couple's ‘era of visibility,’ and they anticipated 2023 as their ‘year of reconciliation’ with the royals. (Pictured: Harry and Meghan on Netflix)."
2149,"In 2018, The Christian Dior flagship store on London's Regent Street redesigned it's boutique's storefront to show a congratulatory message to Harry and Meghan on their wedding day"
2150,"Prince Harry flown in from Montecito, California, leaving behind his wife Meghan Markle and their two children Archie and Lilibet (pictured together)"
2151,"The taxi driver who picked up Prince Harry and his wife, Meghan, and her mother, Doria Ragland, for part of their journey dismissed any claims of putative disaster as 'exaggerated'"
2152,"Catherine, Princess of Wales, Prince William, Prince of Wales, Prince Harry, Duke of Sussex, and Meghan, Duchess of Sussex, on the Long Walk at Windsor Castle to greet well-wishers"
2153,Oh dear: Denise told Jane she found it 'strange' that she was 'so against Harry and Meghan' given her years working as a royal correspondent
2154,"Meghan and Gwyneth enjoyed the night out together just weeks after the royal's trademark request for The Tig was approved, which meant she could finally bring back the beloved blog"
2155,"I do:This is the first time the media mogul has been seen since she and wife of 14 years said 'I do' all over again in front of pal Kris Jenner who served as officiant, as well as Prince Harry, Duke of Sussex, and his wife Meghan Markle as guests in their new home on Friday"
2156,Sources claimed Meghan and Harry had no idea that Frogmore was offered to Andrew until it appeared in the papers
2157,Meghan Markle filmed a clip from her Variety magazine photoshoot inside Churchill cottage last year
2158,Eugenie and Meghan first met at an event in Miami in May 2014. Fashion designer Misha Nonoo pictured in 2015 with Meghan
2159,Insiders claim it is 'ironic' that Netflix is shedding light on the incident. Harry (pictured alongside his wife Meghan Markle in their docu-series) has launched a racial equality campaign and addressedalleged racism within the Royal Family on the platform last year
2160,"Meghan Markle hugs a woman in a Harvest Home t-shirt on Wednesday. She has backed the organization since 2021, urging others to make donations or give their time"
2161,Prince Harry and Meghan Markle pictured with the Queen at Princess Eugenie's wedding in October 2018. The couple announced the pregnancy at a cocktail party after the ceremony
2162,Pictured: Queen Camilla first debuted this outfit at Prince Harry and Meghan Markle's wedding in Windsor in May 2018
2163,Public records in the US showed Meghan and Prince Harry bought their 16-bathroom Montecito mansion in 2020 for $14.65 million (£11.4 million)
2164,The Princess of Wales and Duchess of Sussex pictured together on Christmas Day in 2018. Royal expert Tessa Dunlop said Kate and Meghan were like 'inverted versions of each other'
2165,"Here's Meghan in her 2014 blog post, fantasizing about becoming a princess while also mocking the entire idea, because she's just that cool and just that above everything, even a storied institution dating back over eleven centuries. (Above) Cartoon princess, She-Ra"
2166,Mother-to-be: Pregnant Meghan Trainor shared a sweet video joking about her unborn baby kicking and keeping her awake all night on Wednesday
2167,Meghan says her son didn't recognise her after her surgery because she looked so different. Pictured: before and after images Meghan shared on her TikTok
2168,"WME CEO Ari Emanuel, brother of Obama's former chief of staff Rahm Emanuel, will also be working with Meghan"
2169,Meghan Potts pictured during her recovery
2170,"The Duke is locked in an ongoing legal battle with the Home Office over his security in the UK. Pictured:Prince Harry and Meghan Markle in Rotorua, New Zealand, in 2018"
2171,"When promoting season two, Meghan and Adams described the scene in the library as 'weird'"
2172,"King Charles will reportedly allow Harry and Meghan use of Frogmore Cottage (above), from which they are being evicted."
2173,"Meghan was was wearing a £360 ($450) pink linen Sarah Staudinger suit jacket, matching tailored shorts for£235 ($300) and what appeared to be£525 ($650)Purist Pump heels"
2174,"2018 - Prince Harry and Meghan Markle stand facing each other hand-in-hand before Archbishop of Canterbury Justin Welby during their wedding at St George's Chapel, Windsor"
2175,Meghan Perry is spearheading a campaign to stop the construction of Surfside Crossing
2176,"Harry and Meghan (pictured in South Africa in 2019) famously got engaged as she prepared a roast chicken at Nottingham Cottage, on the grounds of Kensington Palace"
2177,Prince Harry and Meghan Markle at Hollywood hotspot San Vicente Bungalows on March 1
2178,"Meghan Markle and her mother, Doria Ragland, arrive at Cliveden House Hotel on the night before Meghan's royal wedding to Prince Harry in 2018"
2179,"Prince Harry, Meghan and Charles at the Commonwealth Service at Westminster Abbey in London in March 2019"
2180,"Meghan has worn the ring on a number of occasions, including on her wedding day for the evening party at Frogmore House"
2181,"¿It¿s significant, when Harry and Meghan quit royal duties, officials were very keen to stress that they would still be invited to occasions such as Trooping the Colour,¿ Richard Eden (pictured) tells Mail+'s Palace Confidential. ¿So the fact that they haven¿t been invited is very significant'"
2182,"Harry and Meghan still have not officially indicated whether they will attend the Coronation. Even so, staff are making plans so that Prince Archie and Princess Lilibet will be able to join the celebrations if they do. The couple are pictured with their children"
2183,"Prince Harry and Meghan Markle (pictured in September 2021) really are 'in exile' after the Palace's 'significant' decision to not invite them to the King's Birthday Parade, according to the journalist behind the story, Richard Eden"
2184,"It's clear in hindsight that Kate and Meghan's relationship never really got off the ground (pictured atWindsor Castle, following the death of Queen Elizabeth)"
2185,Harry and Meghan welcomed their first son Archie (pictured together in September 2019) in May 2019
2186,Kate and Meghan at Trooping the Colour in 2018. Meghan's pink dress and white hat combo is identical to that of the 'Princess of Canada' in the latest South Park episode
2187,"Spotify revealed earlier this month that it was terminating Meghan's podcast, Archetypes"
2188,"Oprah Winfrey has shared her advice with Prince Harry, 38, and Meghan Markle, 41, about whether or not they should attend the Coronation"
2189,"The comment led to a row between William and Meghan, pictured, with the Prince of Wales calling her 'rude'"
2190,"The Duke of Sussex and his now wife, Meghan, thought to be pictured on their second date"
2191,"As the animated Harry and Meghan toddle around the globe, holding placards that read 'STOP LOOKING AT US!' and 'WE WANT OUR PRIVACY!,' their entitlement, stupidity and lack of self-awareness was sliced through by a cartoon talk-show host with, in my view, better questions than Tom Bradby or Anderson Cooper."
2192,Piers Morgan walking off ITV following a row with weatherman Alex Beresford over his comments about Meghan
2193,"In his new book, Prince Harry writes how there were signs of conflict early on in the relationship. He details how Meghan asked to borrow a lip-gloss from a 'disgusted' Kate ahead of their appearance at the first Royal Foundation forum summit in 2018"
